department,title,ask,answer
神经脑外科,腔隙性脑梗塞吃什么药有效果呢,男今年49岁，半年前因为头晕的厉害住院治疗了，医生说我是腔隙性脑梗，治疗后已经好一些了，请问我想知道腔隙性脑梗塞吃什么药有效果呢？,"腔隙性脑梗塞是两类相对轻微的脑梗塞，是脑小动脉闭塞性疾病，引来针尖样小范围的梗死病灶。腔隙性脑梗塞与高血压病密切相关。治疗要首先控制血压，还可以服食阿司匹林肠溶片。另外，在日常生活中患者要均衡补充身体营养,多做做一些有氧运动来锻炼身体,并且要保持愉快的心情，以此来增强体质加快康复速度。"
神经脑外科,脑梗塞什么情况下需要手术治疗,男今年50最近因为突发性脑梗住院治疗的，我担心以后还会再病发，请问我想知道脑梗塞什么情况下需要手术治疗？,需要有手术一般是因为需要有介入治疗，血管内治疗，就是栓子比较大，阻塞的血管可能会是比较主干的血管，这时候静脉溶拴效果有可能不好。需要有血管内置把血栓拿出来。除了一种情况就是血管已经完全闭赛了，而且时间比较长了，没有办法去把它通过血管内治疗来启用。需要有给它搭个桥，从别的地方搭个血管过去，这个是比较大的手术。除了就是比较严重的病人，比如说复诊的时候已经错失了溶拴和取拴的机会，因为溶拴、取拴都是有时间窗、有时间影响。
肛肠,孕期痔疮疼痛如何缓解才是比较好的,男今年27岁，我这得了痔疮后，经常就是被疼痛所困恼，每次痔疮一再次出现我恨不得睡午觉都是站着，请问我想知道孕期痔疮疼痛如何缓解才是比较好的？,"首先在孕期的阶段是不建议动用药物的，所有你可以用点温水坐浴来缓解疼痛的症状，还需要有多喝点水，吃点含有维生素的食物，始终保持大便的通畅情况，其次就是要留意辛辣刺激的食物要少吃。另外，在日常生活中患者要均衡补充身体营养,多做做一些有氧运动来锻炼身体,并且要保持愉快的心情，以此来增强体质加快康复速度。"
泌尿科,左右的肾都有肾结石怎么办才好,女今年43岁，一段时间感觉到身体很累，去医院检查就知道得病了，请问：左右的肾都有肾结石怎么办才好,肾，输尿管结石要看大小，大于1.2CM，输尿管镜气压弹道（或激光）碎石。输尿管上段结石1.1体外高压电流碎石，下段输尿管镜碎石。1CM以下结石排石。意见建议:多饮食，颠婆（排石）治疗。疾病的治疗方法有很多，但是由于患者病情不同所以采取的医治方法也就不一样，因此需要患者尽快去专业一样进行详细检测，才能对症下药。
肛肠,如何缓解痔疮疼痛效果比较好些,男今年23岁，最近这一段时间，我感觉肛门很痛，有时候大便还会带血，去医院仔细检查医生说是痔疮，请问我想知道如何缓解痔疮疼痛效果比较好些,"如果已经没恶露,那么可以用高锰酸钾(1：5000)液温热水坐浴,增进局部的血液循环和水肿消褪,有较好的效用.但痔疮再次发生多与便秘关于和腹压下降关于(妊娠期容易严重).因此建议多饮水,多食高纤维食物(如白菜,芹菜等),多食水果等.另外就是适当的运动还增进胃肠扭动,防止长时间坐着,多卧床歇息.也可以进行紧缩肛门的动作锻练,稳定局部的血液循环,也有以防病发的效用.因为哺乳期,尽可能用不着药物治疗。"
泌尿科,有肾结石的病人可以去吃鸡蛋吗,女今年44岁，精神状态最近不是很好，也不知道怎么回事，请问：有肾结石的病人可以去吃鸡蛋吗,根据你的叙述、考虑为、肾结石、是身体各种矿物质汇集尔成、细菌感染后引来痛。;1、去医院泌尿科进一步仔细检查。2、口服：通淋排石可粒。3、碎石。4、定期间查。疾病的治疗方法有很多，但是由于患者病情不同所以采取的医治方法也就不一样，因此需要患者尽快去专业一样进行详细检测，才能对症下药。
泌尿科,肾结石问题反反复复需要怎么办才好,女今年44岁，得病后，吃药也没有什么效果，还是不舒服，请问：肾结石问题反反复复需要怎么办才好,腰部疼痛伴发小腹部疼痛等症状考虑肾结石引来的，建议泌尿外科复诊明确确诊，可以口服排石颗粒治疗，多喝水增强尿量，勤排尿，多活动，少吃辛辣食物。疾病的治疗方法有很多，但是由于患者病情不同所以采取的医治方法也就不一样，因此需要患者尽快去专业一样进行详细检测，才能对症下药。
泌尿科,几年前我查出有左肾结石怎么办才合适,女今年43岁，我一直也在治这个病，也都在吃药，但是一直不见好转，我也很烦，用了很多方法也不行，请问：几年前我查出有左肾结石怎么办才合适,很有可能是结石引来的，请到医院做个彩超吧。意见建议:1.多饮水，留意歇息2.少列举酸性、碱性饮料，禁术辛辣食物；3.按时复查尿常规，留意尿酸、甲状旁腺激素变动4.规律性运用排石药物，必要时行得通体外冲击波碎石。疾病的治疗方法有很多，但是由于患者病情不同所以采取的医治方法也就不一样，因此需要患者尽快去专业一样进行详细检测，才能对症下药。
肛肠,做了痔疮手术后不好怎么办,男，34岁，我最近肛门处疼的受不了，导致我都无法正常的上班和睡觉，但是因为是痔疮，长在那么尴尬的地方又不好意思去医院检查，请问：做了痔疮手术后不好怎么办,痔疮术后，会在时间内创面会有水肿，这是正常的，配合坐浴和局部用药，会初步消褪的，只是你现在在月经期间，暂且用不着坐浴，坚持配合用药，可配合膏剂可以挤入肛门内。用药过程中，或者用药一周后根据病情变动，期望您及时信息反馈，以便指导您重新调整用药，给你一些痔疮的调摄1、养成每天定时排便的良好习惯，以防便秘，蹲厕时间不宜过长，以免肛门部瘀血。2、注意饮食调合，多喝热水，多食蔬菜，少食辛辣食物。3、防止久坐久立，进行适当的运动或定时作肛门括约肌活动，就是紧缩肛门的动作。
肛肠,可以用什么外用药膏缓解痔疮,男今年28岁，我这得了痔疮后，经常就是被疼痛所困恼，每次痔疮一再次出现我恨不得睡午觉都是站着，请问我想知道可以用什么外用药膏缓解痔疮？,"对于你这孕期痔疮的治疗我不建议用药，对于你这痔疮的治疗我行肛门坐浴稳定局部血液循环；增强粗纤维性食物，发生改变不良的大便习惯，始终保持大便通畅，综合防治便秘和恶心呕吐等。另外，在日常生活中患者要均衡补充身体营养,多做做一些有氧运动来锻炼身体,并且要保持愉快的心情，以此来增强体质加快康复速度。"
神经脑外科,吃什么预防中风问题比较好呢,男今年40岁，之前一直说是自己的身体不舒服，有时候总是走路摇晃的厉害，最近说是有点中风的迹象了，请问我想知道吃什么预防中风问题比较好呢？,老年人预防工作中风可以吃的食物如下：多吃桃、橙、香蕉、菠菜、毛豆、甜薯、马铃薯等含有钾的食物，可减低血压，超越预防工作中风的效果。应影响动物脂肪，如猪油、牛油、奶油等，以及含胆固醇较高的食物，如蛋黄、鱼子、动物内脏、肥肉等，因为这些食物中所含饱和脂肪酸可使血中胆固醇浓度明显下降，增进动脉硬化。
泌尿科,肾结石都会有什么症状,我二十六岁，男最近这几个月，每次尿尿的时候，有点排尿不畅，很疼的感觉，跟针刺似的，非常痛，每次尿完都要抖几下，尿分叉，请问肾结石都有什么症状,"肾结石的主要症状是腰部胀痛,血尿,小便痛，肾结石也有反射痛。有可能是肾结石的症状。但更有可能是输尿管结石。有时候B超会漏诊一小部分输尿管结石。可以做造影诊断。患者日常要养成良好的生活习惯，规律作息，禁烟酒，多增加日常锻炼以此来提高患者免疫力，避免病情复发。"
泌尿科,肾结石患者能吃什么水果,我二十九岁，男这段时间总会出现腰酸背痛的情况，刚开始以为是干活累着了，但是现在病情越来越严重，检查是得了肾结石，请问肾结石能吃什么水果,肾结石勿吃含有草酸盐的食物抱括豆类、芹菜、巧克力、葡萄、青椒、香菜、菠菜、草莓。饮食宜清淡，以低蛋白、低脂肪为基础；增强维生素B的摄入量。影响维生素的用量。救治期间应多饮水，多吃西瓜及压制钙的摄入，金钱草有排石功效，可适当服食，适当增强活动，少用些酸性食物。祝您早日康复
泌尿科,女性肾结石都有哪些症状表现,我三十一岁，男最近上厕所的时候特别疼，去医院仔细检查诊断了肾结石，请问女性肾结石有哪些症状表现,女性肾结石患者在肾脏和输尿管结石第二级神经元传染时尿中呈现出脓细胞，临床诊断可呈现出高热、腰痛，由于结石直接伤损肾和输尿管的粘膜，常在剧痛后呈现出镜下血尿或肉眼血尿，结石阻塞可引来肾结石、肾功用不全，肾绞痛也是肾结石的典型症状，患者一旦诊断应及时的实施救治。
泌尿科,肾结石药怎么治疗好,我二十三岁，男最近这几个月，每次尿尿的时候，有点排尿不畅，很疼的感觉，跟针刺似的，非常痛，每次尿完都要抖几下，尿分叉，请问肾结石怎么治疗好,敬重的患者很高兴为您解惑问题。现在关于肾结石的治疗方法较多，抱括一般疗法、体外冲击波碎石、手术取石以及针对分解代谢紊乱的救治。找寻病因和以防病发等救治，总体来说，即中医救治和西医救治，临床诊断上应根据每个患者的具体情况正确决定运用。患者需要根据自身病情尽快到正规三甲医院进行系统规范的检查，这样才能对症治疗尽快康复。
泌尿科,肾结石患者不可以吃什么水果,我三十二岁，男最近上厕所的时候特别疼，去医院仔细检查诊断了肾结石，请问肾结石不能吃什么水果,水果上面没什么禁忌的，都可以吃，水果和蔬菜建议可以多吃。不吃或少吃高糖、高胆固醇、高脂肪饮食。多实施体育锻炼，在增加脂肪摄取的同时应增进脂肪的压缩。每年不定期健康检查，抱括肝胆B超仔细检查。患者日常要养成良好的生活习惯，规律作息，禁烟酒，多增加日常锻炼以此来提高患者免疫力，避免病情复发。
